id,original_text,aspect_term,aspect_category,similarity,matched_opinions,total_weight,sentiment_prob,context_phrase,opinion_count
259,Bangga melihat pernyataan #AHY ini. Ksatria.,bangga,Agus-Sylvi,0.0,melihat,3.0,"[0.9677, 0.0161, 0.0161]",bangga melihat,1
260,Hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya yang jelek2in #AHY? <FACE WITH STUCK-OUT TOUNGES> <FACE WITH TEARS OF JOY>,hayoo,Agus-Sylvi,0.0,siapa,1.0,"[0.7692, 0.1923, 0.0385]",hayoo siapa,1
261,#AHY juga bagus programnya mengenai Persija,#ahy,Agus-Sylvi,0.0,bagus,2.0,"[0.9524, 0.0238, 0.0238]",#ahy juga,1
261,#AHY juga bagus programnya mengenai Persija,program,Agus-Sylvi,0.0,bagus,2.0,"[0.9524, 0.0238, 0.0238]",bagus program nya,1
262,Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES>,mas,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",lihat mas #ahy,1
262,Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES>,pingin,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",pingin lihat,1
262,Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES>,<face,Agus-Sylvi,0.0,debat,3.0,"[0.9677, 0.0161, 0.0161]",debat <face with,1
263,Wah.diam2 mereka jadi *tersepona dengan pesonanya #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ,#ahy,Anies-Sandi,0.317,pesona,4.0,"[0.9756, 0.0122, 0.0122]",nya #ahy dan,1
263,Wah.diam2 mereka jadi *tersepona dengan pesonanya #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ,pesona,Agus-Sylvi,0.0,*tersepona,1.5,"[0.8955, 0.0746, 0.0299]",dengan pesona nya,0
263,Wah.diam2 mereka jadi *tersepona dengan pesonanya #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ,wah.diam,Agus-Sylvi,0.0,jadi,1.0,"[0.7692, 0.1923, 0.0385]",wah.diam 2,1
264,#AHY dukung #HariSantriNasional,#ahy,Agus-Sylvi,0.0,dukung,4.0,"[0.9756, 0.0122, 0.0122]",#ahy dukung,1
265,Dengan kecerdasan nasionalisme dan jiwa pancasilais yang dimiliki #AHY bisa dikatakan memiliki Jiwa Santri walaupun belum pernah mondok,#ahy,Agus-Sylvi,0.0,dimiliki,1.0,"[0.7692, 0.1923, 0.0385]",dimiliki #ahy bisa,1
266,Marasa beruntung sekali <SIGN OF THE HORNS> #ahy,marasa,Agus-Sylvi,0.0,beruntung,4.0,"[0.9756, 0.0122, 0.0122]",marasa beruntung,1
266,Marasa beruntung sekali <SIGN OF THE HORNS> #ahy,<sign,Agus-Sylvi,0.0,beruntung,4.0,"[0.9756, 0.0122, 0.0122]",sekali <sign of,1
267,Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>,jiwa,Agus-Sylvi,0.0,bangga,3.0,"[0.9677, 0.0161, 0.0161]",dengan jiwa besar,1
267,Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>,prabowo,Agus-Sylvi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",2019 prabowo ahy,1
267,Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>,anies,Anies-Sandi,0.5693,pendukung,4.0,"[0.9756, 0.0122, 0.0122]",pendukung anies sandi,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,ketar,Anies-Sandi,0.317,panik,-4.0,"[0.0122, 0.0122, 0.9756]",dan ketar ketir,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,kubu,Agus-Sylvi,0.0,panik,-4.0,"[0.0122, 0.0122, 0.9756]",di kubu sana,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,pendukung,Agus-Sylvi,0.0,hati,2.0,"[0.9524, 0.0238, 0.0238]",kami pendukung nya,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,ketir,Agus-Sylvi,0.0,panik,-4.0,"[0.0122, 0.0122, 0.9756]",ketar ketir luar,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,hati,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",dalam hati kami,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,ahy,Agus-Sylvi,0.2592,menang,4.0,"[0.9756, 0.0122, 0.0122]",ahy sylvi,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,ahysylvi,Agus-Sylvi,0.0,membuat,1.0,"[0.7692, 0.1923, 0.0385]",nya ahysylvi membuat,1
268,AHY Sylvi selalu menang dalam hati kami pendukungnya dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana <FOLDED HANDS> <FOLDED HANDS>,panik,Anies-Sandi,0.317,membuat,1.0,"[0.7692, 0.1923, 0.0385]",membuat panik dan,1
269,Kemenangan Anis Sandi <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>,sandi,Anies-Sandi,0.2684,anis,0.0,"[0.0, 1.0, 0.0]",anis sandi <ok,0
270,Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini...,bangsa,Agus-Sylvi,0.0,kemaslahatan,4.0,"[0.9756, 0.0122, 0.0122]",kemaslahatan bangsa ini,1
271,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,#ahy,Agus-Sylvi,0.0,kata,-1.0,"[0.0385, 0.1923, 0.7692]",mas #ahy @agusyudhoyono,1
271,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,mas,Agus-Sylvi,0.0,kata,-1.0,"[0.0385, 0.1923, 0.7692]",kata mas #ahy,1
272,[HEBOH] Pentolan band Coldplay asal Inggris Chris Martin memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.,#ahy,Agus-Sylvi,0.2592,agus,0.6,"[0.6, 0.35, 0.05]",sylvi #ahy di,0
272,[HEBOH] Pentolan band Coldplay asal Inggris Chris Martin memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.,pasangan,Agus-Sylvi,0.5242,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",pada pasangan agus,1
272,[HEBOH] Pentolan band Coldplay asal Inggris Chris Martin memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.,sylvi,Agus-Sylvi,0.2592,agus,0.6,"[0.6, 0.35, 0.05]",- sylvi #ahy,0
274,Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,kehidupan.,Agus-Sylvi,0.0,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",dari kehidupan. .,1
274,Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,politik,Agus-Sylvi,0.0,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",karena politik adalah,1
275,#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017,#ahok,Ahok-Djarot,0.4602,dukung,4.0,"[0.9756, 0.0122, 0.0122]",dukung #ahok <clapping,1
276,Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY,kekalahan.pernyataan,Agus-Sylvi,0.0,belajar,3.0,"[0.9677, 0.0161, 0.0161]",segala kekalahan.pernyataan yang,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,penampilan,Agus-Sylvi,0.0,muncul,1.0,"[0.7692, 0.1923, 0.0385]",dengan penampilan baru,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,ahy,Agus-Sylvi,0.0,heboh,1.0,"[0.7692, 0.1923, 0.0385]",heboh ahy muncul,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,heboh,Agus-Sylvi,0.0,muncul,1.0,"[0.7692, 0.1923, 0.0385]",heboh ahy,1
278,Heboh AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional,#tampilan,Agus-Sylvi,0.0,#baru,0.6,"[0.6, 0.35, 0.05]",#baru #tampilan #pilkada,0
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,perbtasan,Agus-Sylvi,0.0,pasang,4.0,"[0.9756, 0.0122, 0.0122]",di perbtasan indonesia-filipina,1
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,spanduk,Agus-Sylvi,0.0,pasang,4.0,"[0.9756, 0.0122, 0.0122]",pasang spanduk ahy,1
279,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,gunawan,Anies-Sandi,0.317,mau,5.0,"[0.9804, 0.0098, 0.0098]",gunawan dan,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,pribadi,Agus-Sylvi,0.0,terbuka,3.0,"[0.9677, 0.0161, 0.0161]",secara pribadi untuk,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,mbak,Agus-Sylvi,0.0,bergabung,4.0,"[0.9756, 0.0122, 0.0122]",polling mbak kami,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,pengambil,Agus-Sylvi,0.0,bergabung,4.0,"[0.9756, 0.0122, 0.0122]",bukan pengambil keputusan,1
281,yang buat polling mbak kami terbuka pemilih #AHY secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>,pemilih,Agus-Sylvi,0.0,terbuka,3.0,"[0.9677, 0.0161, 0.0161]",terbuka pemilih #ahy,1
282,Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>,#ahy,Agus-Sylvi,0.0,pendukung,4.0,"[0.9756, 0.0122, 0.0122]",pendukung #ahy yang,1
282,Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>,pendukung,Agus-Sylvi,0.0,sambutan,3.0,"[0.9677, 0.0161, 0.0161]",buat pendukung #ahy,1
283,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,politik,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dukungan politik dan,1
283,12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat!,massa,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dan massa demokrat,1
284,diberi nikmat bersyukur diberi ujian bersabar.. selamat malam semuanya.. <Face Blowing a Kiss> <Face Blowing a Kiss>,malam,Agus-Sylvi,0.0,selamat,5.0,"[0.9804, 0.0098, 0.0098]",selamat malam semuanya,1
285,Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY,perjuangan,Agus-Sylvi,0.0,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",dari perjuangan nya,1
286,Jiwa besarnya teladan bagi kita semua... <Oncoming Fist> <Oncoming Fist> <Face Blowing a Kiss>,jiwa,Agus-Sylvi,0.0,teladan,4.0,"[0.9756, 0.0122, 0.0122]",jiwa besar,1
287,Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY,dukung,Agus-Sylvi,0.0,nyesal,4.0,"[0.9756, 0.0122, 0.0122]",nyesal dukung beliau,1
287,Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY,republik,Agus-Sylvi,0.0,kehadiran,3.0,"[0.9677, 0.0161, 0.0161]",di republik ini,1
287,Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY,<face,Agus-Sylvi,0.0,dukung,-4.0,"[0.0122, 0.0122, 0.9756]",beliau <face blowing,1
289,Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES> @agusyudhoyono #AHY #ahy… https://www.instagram.com,<smiling,Agus-Sylvi,0.0,dihati,3.0,"[0.9677, 0.0161, 0.0161]",dihati <smiling,1
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,rencana,Anies-Sandi,0.317,benar,2.0,"[0.9524, 0.0238, 0.0238]",yakin rencana dan,1
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,allah,Agus-Sylvi,0.0,rencana,2.0,"[0.9524, 0.0238, 0.0238]",keputusan allah selalu,1
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,manusia,Agus-Sylvi,0.0,keputusan,4.0,"[0.9756, 0.0122, 0.0122]",keputusan manusia .,1
290,Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,keputusan,Anies-Sandi,0.317,"rencana,baik",5.0,"[0.9804, 0.0098, 0.0098]",dan keputusan allah,2
291,Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,#ahy,Agus-Sylvi,0.0,pendukung,-4.0,"[0.0122, 0.0122, 0.9756]",pendukung #ahy jangan,1
291,Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,pendukung,Agus-Sylvi,0.0,semangat,-4.0,"[0.0122, 0.0122, 0.9756]",. pendukung #ahy,1
291,Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,mas,Agus-Sylvi,0.5184,semangat,-4.0,"[0.0122, 0.0122, 0.9756]",mas #agus,1
292,keikhlasan berkorban #AHY tak bakal sia2 non,keikhlasan,Agus-Sylvi,0.0,berkorban,3.0,"[0.9677, 0.0161, 0.0161]",keikhlasan berkorban,1
295,Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,#ahy,Agus-Sylvi,0.0,berharap,4.0,"[0.9756, 0.0122, 0.0122]",pada #ahy .,1
295,Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,semoga,Agus-Sylvi,0.0,bersinar,4.0,"[0.9756, 0.0122, 0.0122]",semoga semakin,1
296,Jika sudah waktu nya akan datang untuk nya ... #AHY,waktu,Agus-Sylvi,0.0,datang,-4.0,"[0.0122, 0.0122, 0.9756]",sudah waktu nya,1
297,Membaca Strategi Politik SBY dalam Pencalonan Agus Yudhoyono #AHY,strategi,Agus-Sylvi,0.0,membaca,4.0,"[0.9756, 0.0122, 0.0122]",membaca strategi politik,1
298,Nunggu skenario selanjutnya..... #AHY,skenario,Agus-Sylvi,0.0,nunggu,1.0,"[0.7692, 0.1923, 0.0385]",nunggu skenario selanjutnya.,1
299,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,sejati,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang sejati nya,1
299,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,skenario,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",kira skenario ahy,1
299,Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,jangan,Agus-Sylvi,0.0,cuma,3.0,"[0.9677, 0.0161, 0.0161]",jangan kira,1
300,Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,#ahy,Agus-Sylvi,0.0,menunjukkan,3.0,"[0.9677, 0.0161, 0.0161]",kah #ahy sdh,1
300,Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,jiwa,Agus-Sylvi,0.0,menunjukkan,3.0,"[0.9677, 0.0161, 0.0161]",menunjukkan jiwa besar,1
300,Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,deklarasi,Agus-Sylvi,0.0,sulit,-1.5,"[0.0299, 0.0746, 0.8955]",untuk deklarasi ini,0
300,Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,pilkada,Agus-Sylvi,0.0,hasil,-3.0,"[0.0161, 0.0161, 0.9677]",hasil pilkada yang,1
301,Catat Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017,catat,Agus-Sylvi,0.0,merasa,-2.0,"[0.0238, 0.0238, 0.9524]",catat warga,1
301,Catat Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017,kehilangan,Ahok-Djarot,0.4602,merasa,-2.0,"[0.0238, 0.0238, 0.9524]",merasa kehilangan ahok,1
301,Catat Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017,ahok,Ahok-Djarot,0.4602,kehilangan,-4.0,"[0.0122, 0.0122, 0.9756]",kehilangan ahok #pilkadadki2017,1
302,Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas tak mudah diprovokasi isue SARA tapi kok..#GombalinAhok,#ahokmenang,Agus-Sylvi,0.0,cerdas,-1.2,"[0.0345, 0.1379, 0.8276]",saja #ahokmenang dalam,0
302,Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas tak mudah diprovokasi isue SARA tapi kok..#GombalinAhok,warga,Agus-Sylvi,0.0,cerdas,-1.2,"[0.0345, 0.1379, 0.8276]",jelas warga dki,0
303,Hari ini kalah di #pilkadadki2017 besok kalah dipengadilan. #penjarakanahok,besok,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",#pilkadadki2017 besok kalah,1
303,Hari ini kalah di #pilkadadki2017 besok kalah dipengadilan. #penjarakanahok,hari,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",hari ini,1
303,Hari ini kalah di #pilkadadki2017 besok kalah dipengadilan. #penjarakanahok,#pilkadadki2017,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",di #pilkadadki2017 besok,1
304,Sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah,warganya.@basuki_btp,Agus-Sylvi,0.0,melayani,3.0,"[0.9677, 0.0161, 0.0161]",melayani warganya.@basuki_btp #pilkadadki2017,1
304,Sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah,sosok,Agus-Sylvi,0.0,kehilangan,-4.0,"[0.0122, 0.0122, 0.9756]",kehilangan sosok gubenur,1
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,wilayah,Agus-Sylvi,0.0,berada,4.0,"[0.9756, 0.0122, 0.0122]",di wilayah fpi,1
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,#seruji,Agus-Sylvi,0.0,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",https://goo.gl/fb/kzrymf #seruji #fokus,1
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,ahok,Ahok-Djarot,0.4602,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",ahok kalah,1
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,diseluruh,Agus-Sylvi,0.0,telak,-3.0,"[0.0161, 0.0161, 0.9677]",telak diseluruh tps,1
305,Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF #seruji #fokus #pilkadadki2017,tps,Agus-Sylvi,0.0,telak,-3.0,"[0.0161, 0.0161, 0.9677]",diseluruh tps yang,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,#fokus,Agus-Sylvi,0.0,mencoblos,-3.0,"[0.0161, 0.0161, 0.9677]",#seruji #fokus #pilkadadki2017,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,#seruji,Agus-Sylvi,0.0,mencoblos,-3.0,"[0.0161, 0.0161, 0.9677]",https://goo.gl/fb/4fdytd #seruji #fokus,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,mencoblos,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",rizieq mencoblos https://goo.gl/fb/4fdytd,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,habib,Agus-Sylvi,0.0,tempat,-3.0,"[0.0161, 0.0161, 0.9677]",tempat habib rizieq,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,https://goo.gl/fb/4fdytd,Agus-Sylvi,0.0,mencoblos,-3.0,"[0.0161, 0.0161, 0.9677]",mencoblos https://goo.gl/fb/4fdytd #seruji,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,ahok,Ahok-Djarot,0.4602,menang,4.0,"[0.9756, 0.0122, 0.0122]",ahok menang,1
306,Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd #seruji #fokus #pilkadadki2017,tps,Agus-Sylvi,0.0,menang,4.0,"[0.9756, 0.0122, 0.0122]",di tps tempat,1
307,Langsung deh cuitan curang lah black campaign lah nongol.. Katanya legowo itu demokrasi bukan namanya hahaa #pilkadadki2017,legowo,Agus-Sylvi,0.0,kata,1.0,"[0.7692, 0.1923, 0.0385]",nya legowo itu,1
308,Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,hasil,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",hasil tps,1
308,Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,tps,Agus-Sylvi,0.0,hasil,3.0,"[0.9677, 0.0161, 0.0161]",hasil tps rt,1
308,Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,kelurahan,Agus-Sylvi,0.0,hasil,3.0,"[0.9677, 0.0161, 0.0161]",di kelurahan pela,1
309,#pilkadadki2017 masa tenang aja masih ada yang curang apalagi pemilihan yaa hati2 aja awasin tuh yang kemarin ketahuan bagi2 sembako,sembako,Agus-Sylvi,0.0,ketahuan,-5.0,"[0.0098, 0.0098, 0.9804]",bagi2 sembako,1
309,#pilkadadki2017 masa tenang aja masih ada yang curang apalagi pemilihan yaa hati2 aja awasin tuh yang kemarin ketahuan bagi2 sembako,pemilihan,Agus-Sylvi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",apalagi pemilihan yaa,1
311,Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2,korupsi,Agus-Sylvi,0.0,harap,-3.0,"[0.0161, 0.0161, 0.9677]",bebas korupsi kalau,1
311,Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2,jakarta,Agus-Sylvi,0.0,harap,-3.0,"[0.0161, 0.0161, 0.9677]",harap jakarta bebas,1
312,Syukur lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017,mata,Agus-Sylvi,0.0,colok,-2.0,"[0.0238, 0.0238, 0.9524]",colok mata nya,1
