id,text,aspect_category,sentiment_prob
26,ahy r1 2019 boleh kalah di pilgub,Tokoh dan Partai,"[0.4, 0.3, 0.3]"
257,walaupun kau kalahkami tetap bangga sekali padamu jalanmu masih panjangkesuksesan yang lebih baik menantimu disaat yang tepat,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
34,aku pribadi kagum atas pribadi mu yes atas sikapmu,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
190,prananda sebut demokrat sejati saya kagum dan salut,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
255,waktu itu ah sudahlah frowning face no 1 thumbs up thumbs up thumbs up,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
31,aku dari dulu agus harimurti yudhoyono lovers dari dulu annisa larasati pohan lovers bukan mendadak,Tokoh dan Partai,"[0.8, 0.1, 0.1]"
241,terkadang sikap dewasa justru diajarkan oleh yang paling muda thumbs up smiling face with hearteyes,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
51,bangga melihat pernyataan ini ksatria,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
95,hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya yang jelek2in face with stuckout tounges face with tears of joy,Pendukung/Pemilih,"[0.3, 0.3, 0.4]"
119,juga bagus programnya mengenai persija,Kampanye,"[0.7, 0.2, 0.1]"
187,pingin lihat mas debat face with stuckout tounges,Kampanye,"[0.5, 0.3, 0.2]"
76,dengan kecerdasan nasionalisme dan jiwa pancasilais yang dimiliki bisa dikatakan memiliki jiwa santri walaupun belum pernah mondok,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
151,marasa beruntung sekali sign of the horns,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
256,walaupun aku pendukung anies sandi ok hand tapi bangga dengan jiwa besar ahy silvy masih ada 2019 prabowo ahy folded hands folded hands,Tokoh dan Partai,"[0.6, 0.2, 0.2]"
29,ahy sylvi selalu menang dalam hati kami pendukungnya dengan adanya ahysylvi membuat panik dan ketar ketir luar biasa di kubu sana folded hands folded hands,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
132,kemenangan anis sandi ok hand adalah kemenangan ahy silvy dan kaum pribumi hugging face hugging face,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
156,masih banyak yang bisa diperbuat ahy silvy untuk kemaslahatan bangsa ini,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
97,heboh pentolan band coldplay asal inggris chris martin memberikan dukungan pada pasangan agussylvi di pilkada jakarta 2017,Tokoh dan Partai,"[0.05, 0.75, 0.2]"
44,apresiasi relakan relawannya dukung clapping hands clapping hands,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
133,kemenangan yang tertunda belajar dari segala kekalahanpernyataan yang bijaksana,Kampanye,"[0.3, 0.4, 0.3]"
188,politik santun dan bermartabat folded hands,Politik Uang,"[0.4, 0.4, 0.2]"
96,mengenang pidato kekalahan,Kampanye,"[0.2, 0.3, 0.5]"
89,gunawan dan freely anggota dprd talaud ini mau pasang spanduk ahy di perbtasan indonesiafilipina lanjutkan,Tokoh dan Partai,"[0.4, 0.4, 0.2]"
1,terbaik,Tokoh dan Partai,"[0.8, 0.1, 0.1]"
201,sambutan hangat buat pendukung yang mau bergabung dengan kami smiling face with smiling eyes folded hands,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
70,12 dan sby di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
117,jiwa besarnya teladan bagi kita semua oncoming fist oncoming fist face blowing a kiss,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
204,saya juga dan tidak pernah nyesal dukung beliau face blowing a kiss face blowing a kiss malah bngga sekali kehadirannya di republik ini,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
179,pemimpin muda masa depan raising hands raising hands raising hands,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
226,siapapun pemenang nya ahy tetap no 1 dan selalu dihati smiling face with open mouth closed eyes smiling face with open mouth smiling eyes smiling face with smiling eyes face savouring delicious food kissing face with closed eyes face blowing a kiss smiling face with hearteyes,Tokoh dan Partai,"[0.8, 0.1, 0.1]"
207,saya yakin rencana dan keputusan allah selalu benar dan selalu lebih baik dari keputusan manusia smiling face with smiling eyes smiling face with smiling eyes,Tokoh dan Partai,"[0.5, 0.4, 0.1]"
154,mas tetap semangat pendukung jangan tidur maju terus insyaallah menang,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
24,ahy mundur selangkah untuk melompat tinggi,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
159,membaca strategi politik sby dalam pencalonan agus yudhoyono,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
170,menunggu skenario selanjutnya,Kampanye,"[0.3, 0.4, 0.3]"
113,jangan kira skenario ahy cuma untuk menang pilgub saja ahy sudah pikirkan matang skenario jika kalah kalah pun dia menang sejatinya smiling face with smiling eyes smiling face with smiling eyes,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
63,bukan kah sdh menunjukkan jiwa besar dalam hasil pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
66,catat warga dki bakal segera merasa kehilangan ahok,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
124,kalau saja dalam maka jelas warga dki cukup cerdas tak mudah diprovokasi isue sara tapi kok,SARA,"[0.05, 0.15, 0.8]"
91,hari ini kalah di besok kalah dipengadilan,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
212,sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
8,ahok kalah telak diseluruh tps yang berada di wilayah fpi,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
10,ahok menang tipis di tps tempat habib rizieq mencoblos,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
144,langsung deh cuitan curang lah black campaign lah nongol katanya legowo itu demokrasi bukan namanya hahaa,Kampanye,"[0.1, 0.2, 0.7]"
94,hasil tps rt 011010 rw 002 di kelurahan pela mampang saya sedih lihatnya,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
155,masa tenang aja masih ada yang curang apalagi pemilihan yaa hati2 aja awasin tuh yang kemarin ketahuan bagi2 sembako,Politik Uang,"[0.1, 0.2, 0.7]"
245,tidak akan diberi petunjuk orangorang zalim tetap haram pemimpin kafir,SARA,"[0.1, 0.2, 0.7]"
112,jangan harap jakarta bebas korupsi kalau suaramu saja masih bisa dibeli,Politik Uang,"[0.1, 0.2, 0.7]"
235,syukur lembar c6 sudah di tangan tidak sabar mau colok matanya ahok,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
181,penista agama,SARA,"[0.05, 0.15, 0.8]"
108,itu kan rejeki kasihan mereka yang sudah dukung tapi tidak dapat,Pendukung/Pemilih,"[0.1, 0.3, 0.6]"
13,tim yang tidak pernah tidur,Kampanye,"[0.5, 0.3, 0.2]"
136,kepada warga yang merayakannya terima sembakonya jangan pilih pemberinya,Politik Uang,"[0.1, 0.2, 0.7]"
92,harus dan pasti gubernur baru yang lama udah bosan,Tokoh dan Partai,"[0.3, 0.3, 0.4]"
125,kalau saya warga dki maka saya akan ikut pesan rasulullah saw untuk menyerahkan segala sesuatu pada ahlinya cc,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
106,ini hoaks ingat muktamar nu sudah wajibkan nahdliyin pilih pemimpin muslim,SARA,"[0.1, 0.2, 0.7]"
55,beberkan kronologi pengusiran dirinya setelah sholat jumat,SARA,"[0.1, 0.2, 0.7]"
90,hanya iblis yang ingin menghalanghalangi manusia yang mau beribadah di masjid tetap semangat ya pak djarot,Tokoh dan Partai,"[0.6, 0.2, 0.2]"
81,dilarang pilih cagub nonmuslim habib pilih djarot,SARA,"[0.1, 0.1, 0.8]"
36,aneh dan aneh umat usir,SARA,"[0.1, 0.2, 0.7]"
50,bagi2 sembako gratis tim itu melanggar pasal 73 ayat 1 uu no10 thn 2016,Politik Uang,"[0.1, 0.2, 0.7]"
